,comments,category
10426,Қолдауларыңызға рақмет!,positive
10427,Сіздер жазықсыз жазғырмаңыздар.,neutral
10428,"Мен-ақ кінәлі болайын, мен көтеремін.",positive
10429,Мен Ұлы даланың ұлымын ағайын!,positive
10430,"Сыйластықта болайық, аман болыңыздар, сіздерді жақсы көремін!,- деді ол.",positive
10431,Әкесі өртеп жіберген 18 жастағы қыз Алматы облысы Іле аудандық орталық аурухананың жансақтау бөлімінде қайтыс болды деп хабарлайды Tengrinews.kz сайтына сілтеме жасаған NUR.KZ.,negative
10432,Алматы облысында әкесі өртеп жіберген 18 жастағы қыз қайтыс болды,negative
10433, Ер адам қызымен қоса ұлын да өртеген болатын.,negative
10434,Қыздың денесінің 80 пайызына және тыныс алу жолдарының 30 пайызына зақым келген.,negative
10435,Күйік ІІІ дәрежелі болды.,negative
10436,"Өкінішке қарай, ол бүгін таңертең қайтыс болды, - деп мәлімдеді Алматы облыстық денсаулық сақтау басқармасы.",negative
10437,"Естеріңізге сала кетсек, жантүршігерлік оқиға желтоқсанның 20-сына қараған түні Іле ауданы, Өтеген батыр ауылындағы жатақханада болған еді.",negative
10438,Ол жерде 1971 жылы туған әйел бір қыз және бір ұлымен тұрған.,neutral
10439,"Түнге қарай оның осы аудандағы Байсерке ауылында тұратын бұрынғы күйеуі Рашид Махметов келіп, біраз уақыттан соң бөлмеден өрт шыққан.",negative
